Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Value,LowCI,HighCI,Quartile Range,Usage_Category
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.5,9.9,17.7,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",16.3,12.3,21.0,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",12.8,10.1,16.0,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",9.7,7.3,12.5,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",6.1,3.9,9.0,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",14.2,11.0,17.9,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",10.4,8.6,12.5,10.4-12.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",10.3,8.0,13.0,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",12.0,8.4,16.4,10.4-12.7,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",12.7,8.9,17.5,10.4-12.7,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.0,10.0,16.5,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",11.4,7.8,15.9,10.4-12.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",11.3,8.0,15.4,10.4-12.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",11.1,8.4,14.3,10.4-12.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",10.9,8.1,14.2,10.4-12.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.9,11.3,16.9,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",12.1,9.6,14.9,10.4-12.7,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",11.7,8.7,15.3,10.4-12.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",11.3,8.9,14.0,10.4-12.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",12.7,9.3,16.8,10.4-12.7,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",10.6,7.3,14.6,10.4-12.7,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",14.5,11.4,18.0,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",8.0,5.6,11.1,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",8.4,6.0,11.3,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.6,9.9,18.0,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",9.1,6.9,11.8,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.3,9.8,17.3,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",9.3,5.9,13.7,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",15.1,11.8,18.8,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.3,9.6,17.7,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",16.5,14.2,19.1,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",9.3,7.5,11.4,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",6.4,4.1,9.4,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",11.8,9.0,15.2,10.4-12.7,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",8.3,5.5,11.9,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.3,10.9,16.0,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.9,11.3,16.8,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",15.4,13.2,17.9,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",9.0,5.6,13.5,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.1,10.7,15.9,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",13.0,10.4,15.9,12.8-13.6,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",14.7,10.8,19.3,13.7-16.5,Medium
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",9.1,6.6,12.2,6.1-10.3,Low
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,3 (Oct 28 – Dec 21),21,"Dec 9 - Dec 21, 2020",8.6,5.7,12.4,6.1-10.3,Low
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,-1,1,"Dec 22, 2020 - Jan 5, 2021",17.45073633245915,14.771565462981643,20.47566068186403,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",National Estimate,United States,United States,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.7,20.1,21.4,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,18 - 29 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.7,18.7,22.7,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,30 - 39 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",21.1,19.7,22.7,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,40 - 49 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",21.5,20.1,22.8,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,50 - 59 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.6,19.4,21.9,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,60 - 69 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.4,19.3,21.6,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,70 - 79 years,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.7,18.3,23.2,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Age,United States,80 years and above,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",16.6,13.6,19.9,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Male,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",14.8,13.9,15.8,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Sex,United States,Female,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",26.1,25.3,27.0,9.8-11.2,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Did not experience symptoms of anxiety/depression in the past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",11.8,11.2,12.5,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Presence of Symptoms of Anxiety/Depression,United States,Experienced symptoms of anxiety/depression in past 4 weeks,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",33.6,32.5,34.7,9.8-11.2,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",14.4,12.4,16.6,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",23.8,23.2,24.5,9.8-11.2,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",14.2,12.3,16.3,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",10.3,8.6,12.1,9.8-11.2,Low
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",24.6,19.7,30.1,9.8-11.2,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Less than a high school diploma,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",16.3,12.8,20.4,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,High school diploma or GED,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",19.9,18.5,21.4,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Some college/Associate's degree,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",23.0,22.3,23.8,9.8-11.2,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.3,19.6,21.0,9.8-11.2,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",22.8,18.6,27.5,22.0-24.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",19.2,16.3,22.4,15.1-20.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",19.3,16.5,22.4,15.1-20.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",25.1,21.2,29.3,24.6-28.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",16.9,14.6,19.5,15.1-20.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.9,17.8,24.4,20.1-21.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.1,16.8,23.8,20.1-21.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",19.3,15.0,24.1,15.1-20.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",19.8,14.9,25.4,15.1-20.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",20.7,16.8,25.0,20.1-21.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",21.9,18.0,26.2,20.1-21.9,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",15.7,11.2,21.2,15.1-20.0,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",22.0,19.1,25.2,22.0-24.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",23.1,20.1,26.3,22.0-24.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",26.4,22.7,30.4,24.6-28.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",25.7,22.1,29.5,24.6-28.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",21.9,18.6,25.6,20.1-21.9,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",25.2,21.4,29.4,24.6-28.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",24.6,20.4,29.2,24.6-28.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",24.8,19.9,30.3,24.6-28.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",21.1,18.3,24.0,20.1-21.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",21.2,18.3,24.5,20.1-21.9,Medium
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",22.0,18.7,25.7,22.0-24.5,High
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,3 (Jan 6 – Mar 29),22,"Jan 6 - Jan 18, 2021",23.5,20.3,26.9,22.0-24.5,High
